ID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,curso,alcohol
990,MS,F,18,U,GT3,T,higher education,higher education,teacher,teacher,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,0,18,18,18,por,No
991,MS,M,18,U,LE3,T,higher education,higher education,services,other,reputation,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,5,3,17,17,17,por,No
992,MS,F,17,U,GT3,T,higher education,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,4,0,17,18,18,por,No
993,MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,30 min to 1 hour,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,4,3,3,4,0,9,0,0,por,No
994,MS,M,18,U,LE3,T,primary education (4th grade),5th to 9th grade,at_home,services,home,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,no,yes,no,no,4,1,4,1,8,10,11,11,por,Si
995,MS,M,18,R,GT3,T,higher education,higher education,at_home,services,other,mother,30 min to 1 hour,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,5,12,13,14,por,No
996,MS,M,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,other,father,30 min to 1 hour,<2 hours,0,no,no,no,no,no,no,no,no,4,2,3,4,4,12,13,14,por,Si
997,MS,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,1,3,1,2,4,8,8,10,por,No
998,MS,F,18,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,5,3,0,11,12,13,por,No
999,MS,F,18,R,LE3,A,higher education,5th to 9th grade,teacher,other,reputation,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,5,0,5,0,0,por,No
1000,MS,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,30 min to 1 hour,2 to 5 hours,1,no,no,no,no,yes,no,no,no,4,4,2,2,2,9,10,10,por,No
1001,MS,F,19,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,other,father,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,no,no,5,5,5,2,0,5,0,0,por,No
1002,MS,F,17,U,GT3,T,higher education,5th to 9th grade,teacher,other,course,father,15 to 30 min.,>10 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,3,5,0,18,18,18,por,No
1003,MS,F,17,R,LE3,A,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,2,5,11,11,12,por,No
1004,MS,F,18,U,LE3,A,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,5,2,3,3,2,8,10,11,por,No
1005,MS,F,18,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,at_home,course,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,no,no,no,4,1,1,4,0,11,11,12,por,No
1006,MS,F,19,R,GT3,A,primary education (4th grade),primary education (4th grade),at_home,at_home,course,other,15 to 30 min.,2 to 5 hours,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,0,8,0,0,por,No
1007,MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,services,other,home,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,1,4,5,14,14,15,por,No
1008,MS,M,17,R,GT3,T,higher education,secondary education,services,other,home,mother,15 to 30 min.,2 to 5 hours,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,2,4,10,11,11,por,No
1009,MS,F,18,U,GT3,T,secondary education,secondary education,services,services,course,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,4,5,0,10,10,10,por,No
1010,MS,F,17,R,GT3,T,higher education,higher education,teacher,services,other,father,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,5,2,12,12,12,por,No
1011,MS,F,17,U,LE3,A,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,1,2,3,5,0,15,14,15,por,No
1012,MS,M,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,services,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,yes,3,3,2,3,2,14,13,14,por,No
1013,MS,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,3,2,4,0,19,17,18,por,No
1014,MS,F,18,R,LE3,A,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,4,3,4,5,0,16,15,15,por,No
1015,MS,F,18,U,GT3,T,secondary education,secondary education,services,services,other,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,3,6,13,12,13,por,No
1016,MS,F,17,U,LE3,T,higher education,higher education,at_home,at_home,course,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,4,15,14,15,por,No
1017,MS,F,17,R,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,2,2,3,0,13,13,13,por,No
1018,MS,M,18,R,GT3,T,primary education (4th grade),secondary education,at_home,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,no,3,3,4,3,0,8,10,9,por,Si
1019,MS,M,18,U,LE3,T,higher education,higher education,teacher,services,other,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,2,5,0,15,16,16,por,No
1020,MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,reputation,mother,30 min to 1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,0,8,8,9,por,No
1021,MS,F,18,U,GT3,T,5th to 9th grade,secondary education,at_home,services,course,father,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,4,0,10,10,10,por,No
1022,MS,F,18,R,GT3,T,higher education,higher education,other,teacher,other,father,30 min to 1 hour,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,3,2,2,5,0,7,5,0,por,Si
1023,MS,M,18,R,LE3,T,primary education (4th grade),5th to 9th grade,at_home,services,other,father,30 min to 1 hour,<2 hours,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,3,3,9,10,10,por,No
1024,MS,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,at_home,home,mother,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,no,yes,3,4,3,3,8,10,11,12,por,No
1025,MS,F,17,R,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,4,7,8,9,por,No
1026,MS,F,18,R,LE3,T,higher education,higher education,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,0,15,17,17,por,No
1027,MS,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,>1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,3,2,4,4,10,11,12,por,No
1028,MS,F,19,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,other,15 to 30 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,3,4,7,8,9,por,No
1029,MS,F,18,R,LE3,T,higher education,higher education,teacher,services,course,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,3,2,1,13,14,14,por,Si
1030,MS,F,18,U,GT3,T,secondary education,secondary education,other,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,1,16,16,16,por,No
1031,MS,F,17,R,GT3,T,secondary education,primary education (4th grade),at_home,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,no,4,5,4,1,10,8,9,9,por,No
1032,MS,M,18,U,GT3,T,higher education,higher education,teacher,teacher,home,father,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,3,2,4,2,4,17,18,19,por,No
1033,MS,M,18,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,other,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,3,5,0,7,7,0,por,No
1034,MS,M,17,U,GT3,T,5th to 9th grade,secondary education,other,services,home,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,3,3,4,14,15,16,por,No
1035,MS,M,19,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,other,mother,15 to 30 min.,<2 hours,1,no,no,no,no,yes,yes,no,no,4,3,2,5,0,5,8,0,por,No
1036,MS,M,18,R,GT3,T,higher education,5th to 9th grade,other,other,home,father,15 to 30 min.,<2 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,3,0,7,7,0,por,Si
1037,MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,other,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,no,no,5,3,3,4,0,14,17,15,por,No
1038,MS,F,17,U,GT3,T,higher education,secondary education,teacher,other,other,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,0,6,9,11,por,No
1039,MS,F,18,R,GT3,T,higher education,higher education,teacher,at_home,reputation,mother,30 min to 1 hour,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,5,4,7,9,10,por,No
1040,MS,F,19,R,GT3,T,5th to 9th grade,secondary education,services,other,course,mother,<15 min,5 to 10 hours,1,no,no,no,yes,no,yes,yes,no,5,4,2,5,4,10,11,10,por,No
1041,MS,F,18,U,LE3,T,secondary education,primary education (4th grade),teacher,services,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,4,15,15,16,por,No
1042,MS,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,1,1,1,5,6,11,12,9,por,No
1043,MS,M,17,U,LE3,T,secondary education,primary education (4th grade),services,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,2,4,5,2,6,10,10,10,por,Si
1044,MS,M,18,R,LE3,T,secondary education,5th to 9th grade,services,other,course,mother,30 min to 1 hour,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,1,5,4,10,11,11,por,Si
